"date","loessfit","loess.min","loess.max"
2014-12-10,42.2083636479618,53.6567736819654,30.7599536139582
2014-12-11,42.3064076389313,53.7954940608693,30.8173212169934
2014-12-12,42.4031332490029,53.9220408324256,30.8842256655802
2014-12-13,42.4983524733115,54.0349265554307,30.9617783911923
2014-12-14,42.5918773069921,54.1327337191028,31.0510208948813
2014-12-15,42.6835197451795,54.2141274533571,31.1529120370019
2014-12-16,42.7764132824521,54.2834892174448,31.2693373474593
2014-12-17,42.8737140609392,54.3463002300394,31.401127891839
2014-12-18,42.9752680471028,54.4029687938338,31.5475673003717
2014-12-19,43.0809212074045,54.4539317096322,31.7079107051768
2014-12-20,43.1905195083063,54.4996515224395,31.881387494173
2014-12-21,43.3039089162698,54.5406140652972,32.0672037672425
2014-12-22,43.420935397757,54.5773262196765,32.2645445758375
2014-12-23,43.5414449192295,54.6103138185938,32.4725760198653
2014-12-24,43.6652834471492,54.6401196239007,32.6904472703978
2014-12-25,43.792296947978,54.6673013128769,32.917292583079
2014-12-26,43.9223313881775,54.692429411749,33.152233364606
2014-12-27,44.0552327342096,54.7160851154904,33.3943803529289
2014-12-28,44.1908469525362,54.7388579346776,33.6428359703948
2014-12-29,44.3290200096189,54.7613431117492,33.8966969074885
2014-12-30,44.4695978719196,54.7841387512605,34.1550569925787
2014-12-31,44.6124265059001,54.8078426122099,34.4170103995903
2015-01-01,44.7573518780222,54.8330485158389,34.6816552402055
2015-01-02,44.9042199547477,54.8603423300842,34.9480975794113
2015-01-03,45.0528767025384,54.8902975026953,35.2154559023816
2015-01-04,45.2031680878561,54.9234701294252,35.482866046287
2015-01-05,45.3549400771626,54.9603935620042,35.749486592321
2015-01-06,45.5080386369197,55.0015725829081,36.0145046909313
2015-01-07,45.6623097335892,55.0474771999572,36.2771422672212
2015-01-08,45.8175993336329,55.0985361427868,36.536662524479
2015-01-09,45.9737534035125,55.1551301739495,36.7923766330756
2015-01-10,46.13061790969,55.2175853580106,37.0436504613695
2015-01-11,46.2880388186271,55.286166460138,37.2899111771161
2015-01-12,46.4458620967855,55.3610706686893,37.5306535248818
2015-01-13,46.6039337106272,55.4424218513347,37.7654455699197
2015-01-14,46.7620996266139,55.5302655587739,37.9939336944538
2015-01-15,46.9202058112073,55.6245649821104,38.2158466403042
2015-01-16,47.0780982308694,55.7251980484949,38.4309984132438
2015-01-17,47.2356228520618,55.8319558050234,38.6392898991002
2015-01-18,47.3926256412464,55.9445421948304,38.8407090876625
2015-01-19,47.5489525648851,56.0625752749424,39.0353298548278
2015-01-20,47.7044495894395,56.1855898669294,39.2233093119496
2015-01-21,47.8589626813715,56.3130415734768,39.4048837892663
2015-01-22,48.0123378071429,56.4443120414901,39.5803635727958
2015-01-23,48.1644209332156,56.5787153094323,39.7501265569988
2015-01-24,48.3150580260512,56.7155050464067,39.9146110056956
2015-01-25,48.4640950521116,56.8538824747731,40.0743076294501
2015-01-26,48.6113779778586,56.9930047670855,40.2297511886317
2015-01-27,48.756752769754,57.1319937208024,40.3815118187056
2015-01-28,48.9000653942596,57.2699445384447,40.5301862500744
2015-01-29,49.0411618178372,57.4059345739721,40.6763890617022
2015-01-30,49.1798880069485,57.5390319452005,40.8207440686965
2015-01-31,49.3160899280555,57.66830395441,40.9638759017011
2015-02-01,49.4496135476199,57.7928253026416,41.1064017925982
2015-02-02,49.5803048321035,57.9116861259955,41.2489235382115
2015-02-03,49.708009747968,58.0239999236417,41.3920195722944
2015-02-04,49.8325742616754,58.1289114870932,41.5362370362576
2015-02-05,49.9538443396873,58.2256049790233,41.6820837003514
2015-02-06,50.0716659484657,58.3133123485097,41.8300195484217
2015-02-07,50.1892465390166,58.3970136287896,41.9814794492436
2015-02-08,50.3096435917383,58.482033422724,42.1372537607527
2015-02-09,50.4324781171807,58.5681664129159,42.2967898214454
2015-02-10,50.5573711258934,58.6552070559298,42.459535195857
2015-02-11,50.6839436284264,58.742942109835,42.6249451470177
2015-02-12,50.8118166353294,58.8311439934519,42.7924892772069
2015-02-13,50.9406111571523,58.91956499377,42.9616573205346
2015-02-14,51.0699482044449,59.0079323475853,43.1319640613045
2015-02-15,51.199448787757,59.0959442306031,43.3029533449109
2015-02-16,51.3287339176385,59.1832666919495,43.4742011433274
2015-02-17,51.4574246046391,59.2695315743135,43.6453176349647
2015-02-18,51.5851418593086,59.3543354601763,43.815948258441
2015-02-19,51.711506692197,59.4372396833514,43.9857737010425
2015-02-20,51.8361401138539,59.5177714431607,44.1545087845471
2015-02-21,51.9586631348293,59.5954260569769,44.3219002126817
2015-02-22,52.0786967656729,59.6696703866506,44.4877231446952
2015-02-23,52.1958620169346,59.7399474766312,44.6517765572379
2015-02-24,52.3097798991641,59.8056824475018,44.8138773508265
2015-02-25,52.4200714229114,59.8662896991701,44.9738531466526
2015-02-26,52.5263575987261,59.9211814939149,45.1315337035374
2015-02-27,52.6282594371582,59.9697780114128,45.2867408629036
2015-02-28,52.7253979487574,60.0115189959081,45.4392769016068
2015-03-01,52.8173941440737,60.045877149369,45.5889111387783
2015-03-02,52.9038690336566,60.0723734625119,45.7353646048014
2015-03-03,52.9870822559549,60.0949224291428,45.8792420827671
2015-03-04,53.0694874758632,60.1177890372415,46.0211859144848
2015-03-05,53.1509967436002,60.1410786244564,46.160914862744
2015-03-06,53.2315221093851,60.164912903795,46.2981313149751
2015-03-07,53.3109756234367,60.1894303217069,46.4325209251665
2015-03-08,53.3892693359739,60.2147865204931,46.5637521514547
2015-03-09,53.4663152972158,60.2411548888767,46.6914757055548
2015-03-10,53.5420255573811,60.2687271803187,46.8153239344436
2015-03-11,53.616312166689,60.2977141738989,46.9349101594792
2015-03-12,53.6890871753583,60.3283463473741,47.0498280033425
2015-03-13,53.7602626336079,60.3608745265459,47.15965074067
2015-03-14,53.8297505916569,60.3955704695388,47.263930713775
2015-03-15,53.897463099724,60.4327273393555,47.3621988600925
2015-03-16,53.9633122080283,60.4726600135625,47.4539644024942
2015-03-17,54.0272099667888,60.5157051767198,47.5387147568578
2015-03-18,54.0890684262243,60.5622211398327,47.6159157126158
2015-03-19,54.1487996365537,60.6125873323406,47.6850119407668
2015-03-20,54.2063156479961,60.6672034166738,47.7454278793184
2015-03-21,54.2615285107703,60.7264879837711,47.7965690377696
2015-03-22,54.3143502750954,60.790876800587,47.8378237496037
2015-03-23,54.3646929911901,60.8608205976058,47.8685653847745
2015-03-24,54.4124687092736,60.9367824054052,47.8881550131419
2015-03-25,54.4575894795646,61.0192344735255,47.8959444856037
2015-03-26,54.5003550446371,61.1092413122416,47.8914687770326
2015-03-27,54.5411325352775,61.2078809405163,47.8743841300387
2015-03-28,54.5799350840241,61.3156146467521,47.8442555212961
2015-03-29,54.616775823415,61.4328513097664,47.8007003370637
2015-03-30,54.6516678859885,61.55994317874,47.7433925932369
2015-03-31,54.6846244042826,61.6971831210815,47.6720656874837
2015-04-01,54.7156585108356,61.84480341162,47.5865136100512
2015-04-02,54.7447833381856,62.0029760477212,47.48659062865
2015-04-03,54.7720120188708,62.1718144909718,47.3722095467698
2015-04-04,54.7973576854294,62.351376665048,47.2433387058108
2015-04-05,54.8208334703995,62.5416689871037,47.0999979536954
2015-04-06,54.8424525063194,62.7426511794439,46.9422538331948
2015-04-07,54.8622279257271,62.9542415994076,46.7702142520466
2015-04-08,54.8801728611609,63.1763228358015,46.5840228865204
2015-04-09,54.8963004451589,63.4087473457251,46.3838535445928
2015-04-10,54.9106238102594,63.6513429412126,46.1699046793061
2015-04-11,54.9231560890004,63.9039179758218,45.942394202179
2015-04-12,54.9339104139202,64.166266122779,45.7015547050613
2015-04-13,54.9428999175569,64.4381706751811,45.4476291599326
2015-04-14,54.9501377324487,64.7194083328259,45.1808671320715
2015-04-15,54.9556369911337,65.0097524682769,44.9015215139905
2015-04-16,54.9594108261502,65.3089758864392,44.6098457658613
2015-04-17,54.9614723700363,65.6168531074997,44.306091632573
2015-04-18,54.9618347553302,65.9331622132846,43.9905072973758
2015-04-19,54.9605111145701,66.2576863027781,43.6633359263621
2015-04-20,54.9575145802941,66.590214604707,43.3248145558811
2015-04-21,54.9528582850404,66.9305432946147,42.975173275466
2015-04-22,54.9465553613471,67.2784760615293,42.6146346611649
